url	first_seen	portal	title	company	status	location
https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4680760005	2026-06-09	greenhouse-api	AI Evangelist	Razorpay	added	Bengaluru
https://www.druva.com/why-druva/explore/careers/jobs/8564142002/?gh_jid=8564142002	2026-06-09	greenhouse-api	Staff Software Engineer (AI)	Druva	added	Pune, Maharashtra, India
https://job-boards.greenhouse.io/phonepe/jobs/7737482003	2026-06-09	greenhouse-api	ACM-Recovery, Mumbai	PhonePe	added	Mumbai
https://job-boards.greenhouse.io/phonepe/jobs/7650503003	2026-06-09	greenhouse-api	AI Creative Head	PhonePe	added	Bangalore
https://job-boards.greenhouse.io/phonepe/jobs/7735149003	2026-06-09	greenhouse-api	AI Production Lead	PhonePe	added	Bangalore
https://job-boards.greenhouse.io/phonepe/jobs/7735144003	2026-06-09	greenhouse-api	AI Script Generator	PhonePe	added	Bangalore
https://job-boards.greenhouse.io/phonepe/jobs/7735150003	2026-06-09	greenhouse-api	AI Video Specialist	PhonePe	added	Bangalore
https://job-boards.greenhouse.io/phonepe/jobs/7749281003	2026-06-09	greenhouse-api	Area Collections Manager, Mumbai	PhonePe	added	Mumbai
https://job-boards.greenhouse.io/phonepe/jobs/7737342003	2026-06-09	greenhouse-api	Cluster Collection Manager - Chennai	PhonePe	added	Chennai
https://job-boards.greenhouse.io/phonepe/jobs/7725588003	2026-06-09	greenhouse-api	HRBP Lead - Mass Retail	PhonePe	added	Bangalore
https://job-boards.greenhouse.io/phonepe/jobs/7739170003	2026-06-09	greenhouse-api	Senior Merchant Solutions Engineer	PhonePe	added	Bangalore
https://job-boards.greenhouse.io/phonepe/jobs/6574130003	2026-06-09	greenhouse-api	Site Reliability Engineer - Big Data (7 to 11 years)	PhonePe	added	Bangalore
https://job-boards.greenhouse.io/turing/jobs/5502989004	2026-06-09	greenhouse-api	AI Engineering Lead	Turing	added	Bengaluru, Karnataka, India; Gurugram, Haryana, India
https://job-boards.greenhouse.io/turing/jobs/5688729004	2026-06-09	greenhouse-api	Principal Forward Deployed AI Engineer	Turing	added	Bengaluru, Karnataka, India
https://job-boards.greenhouse.io/turing/jobs/5480607004	2026-06-09	greenhouse-api	Staff Gen AI Engineer	Turing	added	Bengaluru, Karnataka, India; Gurugram, Haryana, India
https://jobs.ashbyhq.com/smallest/b32e1720-368f-460c-a896-f79211bdc3fa	2026-06-09	ashby-api	Research Data Engineer	Smallest AI	added	Bengaluru
https://jobs.smartrecruiters.com/freshworks/postings/744000120983107	2026-06-09	smartrecruiters-api	Lead - Data Scientist	Freshworks	added	Bengaluru, , India
https://jobs.ashbyhq.com/deepgram/7ac1a5bc-f305-4f2a-a547-394566a549b2	2026-06-09	ashby-api	Senior Pre-Sales Solutions Engineer - Europe	Deepgram	added	EU | Remote
https://jobs.ashbyhq.com/deepgram/9cb09363-9b68-4957-869a-da70b95ad6bd	2026-06-09	ashby-api	Senior Solutions Architect - Europe	Deepgram	added	EU | Remote
https://jobs.ashbyhq.com/deepgram/1278975c-e0d8-45be-82dd-8d0d1f2774e5	2026-06-09	ashby-api	Senior Pre-Sales Solutions Engineer - India	Deepgram	added	APAC | Remote
https://jobs.ashbyhq.com/deepgram/64895340-1377-4b40-b182-1ec6b9644997	2026-06-09	ashby-api	Senior Solutions Architect - India	Deepgram	added	APAC | Remote
https://jobs.lever.co/cred/7301faf3-d7ec-40d4-b49a-07ed20fc9691	2026-06-09	lever-api	data scientist	CRED	added	hyderabad
